Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_range,Distance,Att_rate
37,Yes,Travel_Rarely,Research & Development,11,2,Medical,1,1,Female,Healthcare Representative,Married,4777,5,No,15,15,1,1,0,0,0,29-38,nearby,1
55,No,Travel_Frequently,Research & Development,18,4,Medical,1,3,Male,Healthcare Representative,Married,6385,3,Yes,14,17,3,8,7,6,7,49-58,far,0
41,No,Non-Travel,Research & Development,7,1,Life Sciences,1,2,Female,Research Director,Divorced,19973,1,No,22,21,3,21,16,5,10,39-48,Very nearby,0
38,No,Travel_Rarely,Sales,3,4,Life Sciences,1,2,Male,Sales Executive,Single,6861,8,Yes,12,19,3,1,0,0,0,39-48,Very nearby,0
26,Yes,Non-Travel,Sales,29,2,Medical,1,2,Male,Sales Executive,Single,4969,8,No,18,7,3,2,2,2,2,18-28,very far,1
52,Yes,Travel_Rarely,Sales,2,1,Marketing,1,1,Female,Manager,Married,19845,1,No,15,33,3,32,14,6,9,49-58,Very nearby,1
44,No,Travel_Rarely,Sales,28,3,Medical,1,4,Female,Sales Executive,Married,13320,3,Yes,18,23,3,12,11,11,11,39-48,very far,0
50,No,Non-Travel,Sales,1,3,Life Sciences,1,4,Female,Sales Executive,Married,6347,0,No,12,19,3,18,7,0,13,49-58,Very nearby,0
36,Yes,Travel_Rarely,Research & Development,16,4,Life Sciences,1,3,Female,Laboratory Technician,Single,2743,1,No,16,18,3,17,13,15,14,29-38,nearby,1
39,No,Travel_Frequently,Research & Development,22,3,Medical,1,4,Female,Manufacturing Director,Single,10880,1,Yes,13,21,3,21,6,2,8,39-48,far,0
33,No,Non-Travel,Sales,8,1,Life Sciences,1,2,Female,Sales Representative,Single,2342,0,No,19,3,2,2,2,2,2,29-38,Very nearby,0
45,No,Travel_Rarely,Sales,11,2,Life Sciences,1,4,Female,Manager,Married,17650,3,No,13,26,4,9,3,1,1,39-48,nearby,0
32,No,Non-Travel,Research & Development,29,4,Medical,1,4,Female,Laboratory Technician,Single,4025,9,No,12,10,3,8,7,7,7,29-38,very far,0
34,No,Travel_Rarely,Sales,1,4,Marketing,1,2,Male,Sales Executive,Divorced,9725,0,No,11,16,2,15,1,0,9,29-38,Very nearby,0
59,No,Travel_Rarely,Sales,1,2,Technical Degree,1,2,Male,Manager,Married,11904,3,Yes,14,14,1,6,4,0,4,59-68,Very nearby,0
45,No,Travel_Rarely,Human Resources,24,4,Medical,1,2,Male,Human Resources,Single,2177,1,No,16,6,3,6,3,0,4,39-48,far,0
53,No,Travel_Frequently,Sales,2,3,Marketing,1,3,Female,Sales Executive,Married,7525,2,No,12,30,3,15,7,6,12,49-58,Very nearby,0
36,Yes,Travel_Rarely,Research & Development,15,3,Other,1,1,Male,Laboratory Technician,Divorced,4834,7,No,14,9,2,1,0,0,0,29-38,nearby,1
26,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,1,Male,Research Scientist,Married,2042,6,Yes,14,6,3,3,2,1,2,18-28,Very nearby,1
34,No,Travel_Rarely,Sales,10,4,Life Sciences,1,3,Female,Sales Representative,Married,2220,1,Yes,19,1,3,1,1,0,0,29-38,nearby,0
28,No,Travel_Rarely,Sales,10,1,Medical,1,4,Male,Sales Representative,Married,1052,1,No,22,1,3,1,0,0,0,29-38,nearby,0
38,No,Travel_Frequently,Research & Development,3,4,Other,1,3,Male,Research Scientist,Married,2821,3,No,16,8,3,2,2,2,2,39-48,Very nearby,0
50,No,Travel_Rarely,Research & Development,2,4,Medical,1,2,Male,Research Director,Married,19237,2,Yes,11,29,2,8,1,7,7,49-58,Very nearby,0
37,No,Travel_Rarely,Research & Development,3,3,Other,1,4,Female,Healthcare Representative,Single,4107,3,No,15,8,2,4,3,0,1,29-38,Very nearby,0
40,No,Travel_Rarely,Sales,26,3,Marketing,1,3,Male,Sales Executive,Married,8396,1,No,14,8,2,7,7,7,5,39-48,far,0
26,No,Travel_Frequently,Research & Development,1,1,Medical,1,1,Female,Research Scientist,Divorced,2007,1,No,13,5,3,5,3,1,3,18-28,Very nearby,0
46,No,Travel_Rarely,Research & Development,1,4,Medical,1,4,Male,Research Director,Divorced,19627,9,No,17,23,3,2,2,2,2,39-48,Very nearby,0
54,No,Travel_Rarely,Sales,2,4,Life Sciences,1,3,Female,Sales Executive,Married,10686,6,No,11,13,3,9,4,7,0,49-58,Very nearby,0
56,No,Travel_Frequently,Research & Development,9,3,Medical,1,1,Female,Research Scientist,Married,2942,2,No,19,18,3,5,4,0,3,49-58,nearby,0
36,No,Travel_Rarely,Research & Development,12,5,Medical,1,4,Female,Manufacturing Director,Single,8858,0,No,11,15,2,14,8,7,8,29-38,nearby,0
55,No,Non-Travel,Research & Development,2,1,Medical,1,3,Male,Manager,Single,16756,7,No,15,31,4,9,7,6,2,49-58,Very nearby,0
43,No,Travel_Rarely,Sales,25,3,Medical,1,3,Male,Sales Executive,Divorced,10798,5,No,13,18,3,1,0,0,0,39-48,far,0
20,Yes,Travel_Frequently,Sales,9,3,Marketing,1,4,Female,Sales Representative,Single,2323,1,Yes,14,2,3,2,2,0,2,18-28,nearby,1
21,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1,3,Female,Laboratory Technician,Single,1416,1,No,13,1,2,1,0,1,0,18-28,nearby,1
46,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,4,Female,Research Scientist,Divorced,4615,8,Yes,23,19,3,16,13,1,7,39-48,Very nearby,0
51,Yes,Travel_Rarely,Research & Development,4,4,Life Sciences,1,1,Male,Research Scientist,Married,2461,9,Yes,12,18,4,10,0,2,7,49-58,Very nearby,1
28,Yes,Non-Travel,Research & Development,24,2,Technical Degree,1,2,Male,Healthcare Representative,Single,8722,1,No,12,10,2,10,7,1,9,29-38,far,1
26,No,Travel_Rarely,Research & Development,1,2,Medical,1,1,Male,Laboratory Technician,Married,3955,1,No,16,6,3,5,3,1,3,18-28,Very nearby,0
30,No,Travel_Rarely,Research & Development,20,3,Other,1,3,Male,Manufacturing Director,Married,9957,0,No,15,7,2,6,2,0,2,29-38,far,0
41,No,Travel_Rarely,Research & Development,7,2,Technical Degree,1,2,Female,Research Scientist,Married,3376,1,No,13,10,3,10,6,0,8,39-48,Very nearby,0
38,No,Travel_Rarely,Research & Development,17,1,Life Sciences,1,3,Female,Healthcare Representative,Married,8823,0,No,18,20,2,19,9,1,9,39-48,nearby,0
40,No,Travel_Rarely,Research & Development,20,4,Technical Degree,1,1,Male,Healthcare Representative,Married,10322,4,No,20,14,3,11,10,11,1,39-48,far,0
27,No,Non-Travel,Research & Development,8,5,Life Sciences,1,1,Male,Laboratory Technician,Married,4621,1,No,19,3,3,3,2,1,2,18-28,Very nearby,0
55,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,4,Male,Manufacturing Director,Married,10976,3,No,18,23,3,3,2,1,2,49-58,Very nearby,0
28,No,Travel_Rarely,Research & Development,10,3,Other,1,3,Female,Research Scientist,Single,3660,3,No,13,10,4,8,7,1,7,29-38,nearby,0
44,Yes,Travel_Rarely,Human Resources,1,2,Medical,1,2,Male,Human Resources,Married,10482,9,No,14,24,3,20,6,3,6,39-48,Very nearby,1
33,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,4,Male,Healthcare Representative,Divorced,7119,4,No,15,9,3,3,2,1,2,29-38,Very nearby,0
35,Yes,Travel_Rarely,Sales,4,3,Technical Degree,1,4,Male,Sales Executive,Single,9582,0,Yes,22,9,3,8,7,4,7,29-38,Very nearby,1
33,Yes,Travel_Frequently,Research & Development,29,4,Medical,1,1,Female,Research Scientist,Single,4508,1,No,22,14,3,13,7,3,8,29-38,very far,1
28,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1,1,Male,Laboratory Technician,Divorced,2207,1,No,16,4,2,4,2,2,2,29-38,nearby,0
34,No,Travel_Frequently,Research & Development,3,1,Life Sciences,1,1,Male,Healthcare Representative,Single,7756,0,No,17,7,2,6,2,0,4,29-38,Very nearby,0
37,No,Travel_Rarely,Sales,10,4,Life Sciences,1,4,Female,Sales Executive,Divorced,6694,2,Yes,14,8,3,1,0,0,0,29-38,nearby,0
25,Yes,Travel_Rarely,Research & Development,4,1,Technical Degree,1,4,Male,Laboratory Technician,Married,3691,1,Yes,15,7,4,7,7,5,6,18-28,Very nearby,1
26,Yes,Travel_Rarely,Research & Development,21,3,Medical,1,1,Male,Laboratory Technician,Divorced,2377,1,No,20,1,2,1,1,0,0,18-28,far,1
33,Yes,Travel_Rarely,Research & Development,25,3,Medical,1,1,Male,Research Scientist,Single,2313,4,Yes,20,5,3,2,2,2,2,29-38,far,1
42,No,Travel_Rarely,Research & Development,2,2,Medical,1,4,Male,Manager,Married,17665,0,No,17,23,3,22,6,13,7,39-48,Very nearby,0
28,Yes,Travel_Frequently,Research & Development,1,3,Medical,1,1,Male,Laboratory Technician,Divorced,2596,1,No,15,1,3,1,0,0,0,29-38,Very nearby,1
50,Yes,Travel_Frequently,Sales,1,4,Other,1,4,Male,Sales Executive,Single,4728,3,Yes,14,5,3,0,0,0,0,49-58,Very nearby,1
33,No,Travel_Frequently,Sales,7,3,Life Sciences,1,4,Female,Sales Executive,Married,4302,0,No,17,4,3,3,2,0,2,29-38,Very nearby,0
34,No,Non-Travel,Research & Development,3,4,Life Sciences,1,3,Male,Research Scientist,Married,2979,3,No,17,6,3,0,0,0,0,29-38,Very nearby,0
48,No,Non-Travel,Research & Development,1,4,Medical,1,1,Male,Manager,Single,16885,2,No,22,27,2,5,4,2,1,49-58,Very nearby,0
45,No,Non-Travel,Sales,9,4,Life Sciences,1,2,Female,Sales Executive,Married,5593,1,No,13,15,3,15,10,4,12,39-48,nearby,0
52,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,2,Male,Healthcare Representative,Single,10445,7,No,19,18,3,8,6,4,0,49-58,Very nearby,0
38,No,Travel_Rarely,Sales,10,4,Marketing,1,3,Male,Sales Executive,Divorced,8740,0,Yes,14,9,3,8,7,2,7,39-48,nearby,0
29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,3,Female,Research Scientist,Divorced,2514,4,No,22,11,3,7,5,1,7,29-38,very far,0
28,No,Travel_Rarely,Research & Development,3,3,Medical,1,4,Female,Manufacturing Director,Divorced,7655,0,No,17,10,2,9,7,1,7,29-38,Very nearby,0
46,No,Travel_Rarely,Sales,3,1,Marketing,1,1,Male,Manager,Married,17465,3,No,12,23,3,12,9,4,9,39-48,Very nearby,0
38,No,Travel_Rarely,Sales,2,2,Marketing,1,4,Male,Sales Executive,Single,7351,7,No,16,10,3,1,0,0,0,39-48,Very nearby,0
43,No,Travel_Frequently,Research & Development,27,3,Life Sciences,1,3,Female,Manufacturing Director,Married,10820,8,No,11,18,3,8,7,0,1,39-48,very far,0
39,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,1,Male,Healthcare Representative,Divorced,12169,7,No,11,21,3,18,7,11,5,39-48,Very nearby,1
40,No,Travel_Rarely,Research & Development,14,3,Medical,1,3,Male,Research Director,Single,19626,1,No,14,21,4,20,7,4,9,39-48,nearby,0
21,No,Travel_Rarely,Research & Development,1,1,Technical Degree,1,4,Female,Research Scientist,Single,2070,1,Yes,11,2,4,2,2,2,2,18-28,Very nearby,0
39,No,Non-Travel,Research & Development,9,3,Life Sciences,1,3,Male,Laboratory Technician,Single,6782,9,No,15,9,2,5,4,0,3,39-48,nearby,0
36,No,Non-Travel,Research & Development,18,4,Life Sciences,1,1,Male,Manufacturing Director,Single,7779,2,No,20,18,3,11,9,0,9,29-38,far,0
31,No,Travel_Frequently,Sales,20,3,Life Sciences,1,3,Male,Sales Representative,Married,2791,0,No,12,3,3,2,2,2,2,29-38,far,0
28,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,1,Male,Research Scientist,Married,3201,0,No,17,6,1,5,3,0,4,29-38,Very nearby,0
35,No,Travel_Frequently,Sales,11,2,Marketing,1,4,Male,Sales Executive,Divorced,4968,1,No,11,5,3,5,2,0,2,29-38,nearby,0
49,No,Travel_Rarely,Sales,8,4,Technical Degree,1,4,Male,Sales Executive,Married,13120,6,No,17,22,3,9,8,2,3,49-58,Very nearby,0
34,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1,4,Male,Manufacturing Director,Single,4033,2,No,11,5,2,3,2,0,2,29-38,Very nearby,0
29,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1,4,Female,Research Scientist,Divorced,3291,0,No,14,8,2,7,5,1,1,29-38,nearby,0
42,No,Travel_Rarely,Research & Development,29,3,Medical,1,2,Male,Laboratory Technician,Single,4272,4,No,19,16,3,1,0,0,0,39-48,very far,0
29,No,Travel_Rarely,Research & Development,8,1,Medical,1,2,Male,Manufacturing Director,Married,5056,1,Yes,15,10,2,10,7,1,2,29-38,Very nearby,0
38,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,3,Male,Human Resources,Married,2844,1,No,13,7,4,7,6,5,0,39-48,Very nearby,0
28,No,Travel_Frequently,Research & Development,6,3,Life Sciences,1,3,Male,Research Scientist,Divorced,2703,1,Yes,14,3,3,3,1,0,2,29-38,Very nearby,0
18,Yes,Non-Travel,Research & Development,8,1,Medical,1,3,Male,Laboratory Technician,Single,1904,1,No,12,0,3,0,0,0,0,18-28,Very nearby,1
33,Yes,Travel_Rarely,Sales,9,4,Marketing,1,1,Female,Sales Executive,Single,8224,0,Yes,17,6,3,5,2,0,3,29-38,nearby,1
41,No,Travel_Rarely,Research & Development,12,4,Life Sciences,1,2,Male,Laboratory Technician,Married,4766,3,Yes,11,6,3,1,0,0,0,39-48,nearby,0
31,Yes,Travel_Frequently,Research & Development,15,3,Medical,1,3,Male,Laboratory Technician,Married,2610,1,No,12,2,2,2,2,2,2,29-38,nearby,1
37,No,Travel_Rarely,Research & Development,25,2,Medical,1,3,Female,Healthcare Representative,Divorced,5731,7,No,13,9,3,6,2,1,3,29-38,far,0
27,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,4,Male,Research Scientist,Married,2539,1,No,13,4,3,4,2,2,2,18-28,Very nearby,0
34,No,Travel_Rarely,Sales,9,1,Life Sciences,1,2,Female,Sales Executive,Married,5714,1,No,20,6,2,6,5,1,3,29-38,nearby,0
35,No,Travel_Rarely,Human Resources,8,4,Technical Degree,1,3,Male,Human Resources,Single,4323,1,No,17,6,1,5,4,1,4,29-38,Very nearby,0
29,Yes,Travel_Rarely,Sales,23,1,Life Sciences,1,4,Female,Sales Executive,Married,7336,1,No,13,11,1,11,8,3,10,29-38,far,1
40,No,Travel_Frequently,Research & Development,9,4,Medical,1,2,Female,Research Director,Single,13499,9,No,17,20,2,18,7,2,13,39-48,nearby,0
42,Yes,Travel_Frequently,Sales,12,3,Life Sciences,1,3,Male,Sales Executive,Single,13758,0,Yes,12,22,2,21,9,13,14,39-48,nearby,1
42,No,Travel_Rarely,Sales,4,4,Marketing,1,2,Male,Sales Executive,Single,5155,7,No,13,9,4,6,4,1,5,39-48,Very nearby,0
35,No,Travel_Rarely,Research & Development,1,4,Medical,1,4,Male,Laboratory Technician,Married,2258,6,No,12,10,3,8,0,1,7,29-38,Very nearby,0
24,No,Travel_Rarely,Research & Development,24,3,Medical,1,4,Male,Laboratory Technician,Single,3597,8,No,22,6,3,4,3,1,2,18-28,far,0
28,Yes,Travel_Rarely,Research & Development,12,1,Life Sciences,1,3,Female,Laboratory Technician,Married,2515,1,Yes,11,1,2,1,1,0,0,29-38,nearby,1
26,No,Travel_Rarely,Research & Development,3,4,Medical,1,1,Male,Laboratory Technician,Married,4420,1,No,22,8,3,8,7,0,7,18-28,Very nearby,0
30,No,Travel_Rarely,Sales,10,3,Marketing,1,3,Male,Sales Executive,Married,6578,1,No,18,10,3,10,3,1,4,29-38,nearby,0
40,No,Travel_Frequently,Research & Development,26,2,Medical,1,3,Female,Research Scientist,Married,4422,3,Yes,13,16,1,1,1,0,0,39-48,far,0
35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3,Male,Manufacturing Director,Divorced,10274,2,No,18,15,4,7,7,6,4,29-38,Very nearby,0
34,No,Travel_Frequently,Research & Development,1,3,Medical,1,4,Male,Healthcare Representative,Single,5343,0,No,20,14,3,13,9,4,9,29-38,Very nearby,0
35,No,Travel_Frequently,Research & Development,4,4,Other,1,4,Male,Laboratory Technician,Married,2376,1,No,13,2,4,2,2,2,2,29-38,Very nearby,0
43,Yes,Travel_Rarely,Sales,9,3,Marketing,1,1,Female,Sales Executive,Single,5346,8,No,13,7,2,4,3,1,3,39-48,nearby,1
32,No,Non-Travel,Sales,2,1,Life Sciences,1,3,Female,Sales Representative,Divorced,2827,1,No,12,1,3,1,0,0,0,29-38,Very nearby,0
56,No,Travel_Rarely,Research & Development,4,4,Technical Degree,1,4,Female,Manager,Divorced,19943,4,No,13,28,3,5,2,4,2,49-58,Very nearby,0
29,No,Travel_Rarely,Research & Development,6,1,Medical,1,2,Female,Laboratory Technician,Married,3131,1,No,13,10,3,10,8,0,8,29-38,Very nearby,0
19,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,3,Male,Research Scientist,Single,2552,1,No,25,1,3,1,1,0,0,18-28,nearby,0
45,No,Travel_Rarely,Research & Development,7,3,Medical,1,1,Female,Research Scientist,Married,4477,4,Yes,19,7,2,3,2,0,2,39-48,Very nearby,0
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,4,Female,Manufacturing Director,Married,6474,1,No,13,14,2,14,8,3,11,29-38,Very nearby,0
20,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1,Male,Laboratory Technician,Single,3033,1,No,12,2,2,2,2,1,2,18-28,Very nearby,0
44,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1,3,Male,Research Scientist,Single,2936,1,Yes,11,6,3,6,4,0,2,39-48,nearby,1
53,No,Travel_Rarely,Research & Development,7,2,Medical,1,4,Female,Manager,Divorced,18606,3,No,18,26,3,7,7,4,7,49-58,Very nearby,0
29,No,Travel_Rarely,Research & Development,15,1,Life Sciences,1,2,Female,Research Scientist,Married,2168,0,Yes,18,6,2,5,4,1,3,29-38,nearby,0
22,Yes,Travel_Frequently,Research & Development,3,4,Life Sciences,1,3,Male,Research Scientist,Married,2853,0,Yes,11,1,3,0,0,0,0,18-28,Very nearby,1
46,No,Travel_Rarely,Sales,2,3,Marketing,1,3,Female,Manager,Married,17048,8,No,23,28,3,26,15,15,9,39-48,Very nearby,0
44,No,Non-Travel,Research & Development,17,3,Life Sciences,1,4,Male,Research Scientist,Single,2290,2,No,13,6,3,0,0,0,0,39-48,nearby,0
33,No,Travel_Rarely,Human Resources,2,3,Human Resources,1,2,Male,Human Resources,Married,3600,1,No,13,5,3,5,4,1,4,29-38,Very nearby,0
41,Yes,Non-Travel,Research & Development,5,2,Life Sciences,1,1,Male,Research Scientist,Divorced,2107,6,No,17,5,1,1,0,0,0,39-48,Very nearby,1
30,No,Travel_Rarely,Sales,29,4,Life Sciences,1,3,Male,Sales Executive,Divorced,4115,8,No,19,8,3,4,3,0,3,29-38,very far,0
40,No,Travel_Frequently,Sales,2,4,Medical,1,2,Male,Sales Executive,Married,4327,5,No,12,5,3,0,0,0,0,39-48,Very nearby,0
50,No,Travel_Frequently,Research & Development,2,3,Medical,1,4,Female,Manager,Married,17856,2,No,22,32,3,2,2,2,2,49-58,Very nearby,0
28,No,Travel_Rarely,Research & Development,19,4,Medical,1,4,Male,Laboratory Technician,Married,3196,1,No,12,6,3,6,5,3,3,29-38,far,0
46,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1,4,Male,Research Director,Married,19081,5,No,11,25,3,4,2,0,3,39-48,nearby,0
35,No,Travel_Rarely,Sales,17,4,Life Sciences,1,3,Male,Sales Executive,Married,8966,3,Yes,15,15,3,7,7,1,7,29-38,nearby,0
24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,1,4,Female,Laboratory Technician,Married,2210,1,No,13,1,1,1,0,0,0,18-28,nearby,1
33,No,Travel_Frequently,Sales,25,3,Medical,1,2,Female,Sales Executive,Married,4539,1,No,12,10,2,10,7,0,1,29-38,far,0
36,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,3,Male,Laboratory Technician,Divorced,2741,1,No,14,7,3,7,7,1,7,29-38,Very nearby,0
30,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,3,Male,Laboratory Technician,Divorced,3491,1,No,13,10,2,10,7,8,9,29-38,Very nearby,0
44,No,Travel_Rarely,Research & Development,29,4,Other,1,4,Male,Research Scientist,Single,4541,1,No,25,20,3,20,11,13,17,39-48,very far,0
20,No,Travel_Rarely,Sales,21,3,Marketing,1,3,Male,Sales Representative,Single,2678,1,No,17,2,3,2,1,2,2,18-28,far,0
46,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,4,Male,Manufacturing Director,Divorced,7379,2,No,11,12,2,6,3,1,4,39-48,Very nearby,0
42,No,Non-Travel,Human Resources,2,5,Medical,1,4,Male,Human Resources,Married,6272,7,No,16,10,4,4,3,0,3,39-48,Very nearby,0
60,No,Travel_Rarely,Sales,7,4,Marketing,1,2,Male,Sales Executive,Divorced,5220,0,Yes,18,12,3,11,7,1,9,59-68,Very nearby,0
32,No,Travel_Frequently,Research & Development,13,3,Other,1,3,Female,Laboratory Technician,Married,2743,1,No,20,2,3,2,2,2,2,29-38,nearby,0
32,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1,4,Female,Research Scientist,Single,4998,4,Yes,14,10,3,8,7,0,7,29-38,Very nearby,0
36,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,3,Female,Manufacturing Director,Divorced,10252,2,Yes,21,17,3,7,7,7,7,29-38,Very nearby,0
33,No,Travel_Rarely,Research & Development,9,3,Medical,1,1,Male,Research Scientist,Married,2781,0,No,13,15,3,14,10,4,10,29-38,nearby,0
40,No,Travel_Rarely,Sales,10,3,Technical Degree,1,2,Female,Sales Executive,Divorced,6852,7,No,12,7,4,5,1,1,3,39-48,nearby,0
25,No,Travel_Rarely,Sales,10,4,Life Sciences,1,3,Male,Sales Executive,Single,4950,0,No,14,5,3,4,3,1,1,18-28,nearby,0
30,No,Travel_Rarely,Research & Development,1,3,Medical,1,4,Male,Research Scientist,Married,3579,0,Yes,21,12,3,11,9,5,7,29-38,Very nearby,0
42,No,Travel_Frequently,Research & Development,26,5,Medical,1,1,Female,Research Director,Married,13191,3,Yes,17,20,3,1,0,0,0,39-48,far,0
35,No,Non-Travel,Sales,8,2,Marketing,1,3,Female,Sales Executive,Married,10377,4,Yes,11,16,2,13,2,4,12,29-38,Very nearby,0
27,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,1,Male,Research Scientist,Married,2235,1,Yes,14,9,2,9,7,6,8,18-28,nearby,0
54,No,Travel_Frequently,Research & Development,1,4,Life Sciences,1,4,Female,Manufacturing Director,Divorced,10502,7,No,17,33,1,5,4,1,4,49-58,Very nearby,0
44,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,1,Female,Research Scientist,Married,2011,1,No,13,10,3,10,5,7,7,39-48,Very nearby,0
19,Yes,Non-Travel,Research & Development,10,3,Medical,1,1,Female,Research Scientist,Single,1859,1,Yes,25,1,4,1,1,0,0,18-28,nearby,1
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1,Female,Research Scientist,Divorced,3760,1,No,15,3,3,3,2,1,2,29-38,Very nearby,0
54,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,4,Male,Research Director,Married,17779,3,No,14,36,3,10,9,0,9,49-58,Very nearby,0
31,No,Travel_Rarely,Research & Development,11,2,Medical,1,3,Male,Healthcare Representative,Married,6833,1,Yes,12,6,2,6,5,0,1,29-38,nearby,0
31,No,Travel_Rarely,Research & Development,24,3,Medical,1,3,Female,Healthcare Representative,Single,6812,1,No,19,10,3,10,9,1,8,29-38,far,0
59,No,Travel_Rarely,Sales,3,3,Life Sciences,1,3,Female,Sales Executive,Single,5171,5,No,17,13,3,6,1,0,5,59-68,Very nearby,0
43,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3,Male,Research Director,Married,19740,3,No,14,25,3,8,7,0,7,39-48,Very nearby,0
49,No,Travel_Rarely,Research & Development,4,2,Medical,1,1,Male,Manager,Married,18711,2,No,13,23,4,1,0,0,0,49-58,Very nearby,0
36,No,Travel_Frequently,Research & Development,3,3,Technical Degree,1,3,Male,Research Scientist,Married,3692,1,No,12,12,2,11,10,0,7,29-38,Very nearby,0
48,No,Travel_Rarely,Research & Development,2,2,Technical Degree,1,4,Male,Laboratory Technician,Single,2559,5,No,11,7,2,1,0,0,0,49-58,Very nearby,0
27,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,1,Male,Research Scientist,Divorced,2517,1,No,11,5,3,5,3,0,3,18-28,Very nearby,0
29,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,3,Male,Healthcare Representative,Divorced,6623,1,Yes,11,6,3,6,0,1,0,29-38,Very nearby,0
48,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,4,Male,Research Director,Single,18265,6,No,12,25,4,1,0,0,0,49-58,Very nearby,0
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,4,Female,Research Director,Divorced,16124,3,No,14,9,2,7,7,1,7,29-38,Very nearby,0
34,No,Travel_Rarely,Research & Development,20,3,Technical Degree,1,3,Female,Research Scientist,Married,2585,0,No,17,2,2,1,0,0,0,29-38,far,0
44,No,Travel_Rarely,Sales,5,3,Marketing,1,2,Male,Manager,Married,18213,7,No,11,26,3,22,9,3,10,39-48,Very nearby,0
33,No,Travel_Rarely,Sales,10,5,Marketing,1,4,Male,Sales Executive,Divorced,8380,0,Yes,14,10,3,9,8,0,8,29-38,nearby,0
19,No,Travel_Rarely,Research & Development,25,3,Life Sciences,1,2,Female,Research Scientist,Single,2994,1,Yes,12,1,3,1,0,0,1,18-28,far,0
23,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,4,Male,Research Scientist,Married,1223,1,No,22,1,3,1,0,0,1,18-28,Very nearby,0
25,Yes,Travel_Frequently,Sales,24,1,Life Sciences,1,3,Male,Sales Representative,Single,1118,1,Yes,14,1,3,1,0,1,0,18-28,far,1
26,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,3,Male,Research Scientist,Single,2875,1,Yes,20,8,2,8,5,2,2,18-28,Very nearby,0
45,Yes,Travel_Rarely,Sales,2,3,Marketing,1,1,Female,Manager,Single,18824,2,Yes,16,26,3,24,10,1,11,39-48,Very nearby,1
55,No,Non-Travel,Research & Development,8,1,Medical,1,4,Male,Healthcare Representative,Divorced,13577,1,Yes,15,34,3,33,9,15,0,49-58,Very nearby,0
21,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,1,1,Female,Laboratory Technician,Single,2625,1,No,20,2,1,2,2,2,2,18-28,nearby,1
46,No,Travel_Rarely,Sales,4,2,Marketing,1,4,Female,Manager,Married,18789,2,No,14,26,3,11,4,0,8,39-48,Very nearby,0
34,No,Travel_Rarely,Sales,2,3,Marketing,1,3,Female,Sales Executive,Single,4538,0,Yes,12,4,3,3,2,0,2,29-38,Very nearby,0
51,No,Travel_Frequently,Sales,9,3,Life Sciences,1,4,Male,Manager,Divorced,19847,4,Yes,24,31,2,29,10,11,10,49-58,nearby,0
59,No,Travel_Rarely,Research & Development,18,4,Medical,1,4,Male,Manufacturing Director,Single,10512,6,No,12,25,2,9,7,5,4,59-68,far,0
